title,author,source,year,abstract,has_data,raw_answer
基于i-Tree模型的城市绿道生态服务效益的研究,周贝宁,"0
source        硕士
source    南京林业大学
Name: 34, dtype: str",,"城市绿道是改善城市生态环境和建设“美丽中国”的重要载体。为了更加直观的量化绿道的生态服务效益价值量,初步探究城市绿地、植物个体与生态服务功能间的相互联系,为未来绿道树种筛选和种植规划提供参考。本研究以宁波市七条城镇型绿道树种作为研究对象,对树木群落的结构特征和生物多样性特征进行分析,运用i-Tree模型将生态效益值量化为经济价值。结果表明: （1）宁波七条城镇型绿道中共39752株乔木,隶属于42科、68属、96种。集中于蔷薇科、木兰科、槭树科、木樨科和杉科（48.10%）,属在组成上具有极高的分散性;乡土树种与外来栽培树种比率为4.3。绿道树木处于稳定生长阶段,树种胸径以7.6-30.5 cm处于中等径阶的树木为主（87.40%）,高度以5-10 m的树木为主（42.80%）。树木生长类型多为阔叶落叶型乔木,季相变化丰富且景观效果较强。树木总体健康状况水平较好,RPI>1的树种占67.71%。樟树的生态效益重要价值IV最大为19.74%,39752株树木的替换值RV为4亿8901万216元,其中樟树费用占27.74%。 （2）宁波七条城镇型绿道的树种群落Simpson指数是0.950",False,否
不同环境介质条件对微塑料在泥水两相间迁移的研究,吴香香,"0
source        硕士
source    苏州科技大学
Name: 35, dtype: str",,"聚苯乙烯微塑料颗粒作为微塑料(d<5mm)的典型代表,广泛应用于人们生活的方方面面。微塑料在自然环境中经过各种物理化学作用被老化,表面物理化学性质改变,其在水环境中的迁移规律也被改变。然而,人们更多的是关注于微塑料在水环境中的输送和迁移,而对其在水体和底泥间的迁移规律并未给予足够关注。本研究采用室内模拟紫外光的照射,加速聚苯乙烯微塑料的老化进程,系统的研究了新制聚苯乙烯微塑料和老化微塑料在泥水两相间的迁移规律。利用FTIR、SEM-EDS、Zeta电位等表征手段分析老化前后的聚苯乙烯微塑料的变化。利用微塑料的热胀冷缩性能,采用尼罗红染料,对微塑料进行标记,快速便捷的对泥水两相间聚苯乙烯微塑料定量定性分析。扰动试验1探求了不同条件下(扰动强度、pH、HA、悬浮物浓度、有机物),悬浮颗粒物-水-微塑料体系中微塑料的迁移效率;根据扰动试验1,设计扰动试验2,模拟不同沉积物悬浮状态下,聚苯乙烯微塑料在上覆水和底泥中垂直迁移规律。利用Pelect常数、DLVO理论、沉速理论理论分析聚苯乙烯微塑料在水体中的迁移。本研究结果如下:(1)迁移效率结果表明,微塑料迁移效率随着扰动强度增加而增加,且老化的",False,否
表观污染城市水体中悬浮物有机特性及来源研究,司壮壮,"0
source        硕士
source    苏州科技大学
Name: 36, dtype: str",,"目前,大部分城市水体的功能已转变为景观功能。伴随着中国经济增长的提速,大量人口进入城市工作生活,城市人口迅速增多。城市居民水资源保护意识的薄弱加上城市水体自身的脆弱性,城市水体由于受到外界污染物的影响而引起表观质量不佳的表观污染现象愈发严重,城市水体的景观功能也受到了严重破坏,城市水体的保护已迫在眉睫。基于本课题组人员前期研究表明悬浮物是造成水体表观污染的最主要原因,分别从悬浮物粒径分布角度,以及流速作用于水体中悬浮物角度,去阐释其对表观污染的影响,不同类型水体中悬浮物组分的变化,可能导致水体表观呈现不同的表观性状,而这部分容易产生变化组分主要为有机组分。悬浮颗粒物是一种非常复杂的有机无机复合体,因此探究其悬浮物表面的有机特性及其来源研究具有一定意义。本研究基于流式细胞仪分析法对不同类型水体中悬浮物有机特性进行研究,根据前人对水体类型分类标准,对水体进行分类,以苏州市城市景观水体为研究对象,通过扫描电镜分析悬浮物组成的物质形态,并通过悬浮物质量浓度的测定,对悬浮物进行定量,最后结合流式细胞仪所得的FITC有机质含量,异养细菌含量、浮游植物含量,探究不同类型水体中悬浮物的有机特性,选取典",False,否
表观污染地表水中溶解性有机物（DOM）的分布特征及来源研究,何杰,"0
source        硕士
source    苏州科技大学
Name: 37, dtype: str",,"为了揭示苏州景观河道中溶解性有机物(DOM)的分布特征和来源,弄清景观河道中DOM与水体表观污染的关系。本研究以苏州姑苏区的23条景观河道为对象,从2019年7月至2020年12月,每月采集一次样品。使用三维荧光光谱、紫外可见吸收光谱、高效液相色谱和常规的水质指标,分析了景观河道中DOM的特性和来源情况,得出如下结果:(1)苏州古城区内景观河道水体总体上表现为氮、磷营养盐污染。水体中的DOM解析出4种荧光组分,分别为自源类色氨酸C1(235,290/349 nm),陆源类腐殖质C2(250,315/403 nm),类色氨酸和酪氨酸的混合物C3(230,275/319 nm)和UVA类腐殖质C4(240,350/459 nm)。相关性分析表明各个组分之间具有同源性,荧光组分与氮类营养盐和叶绿素a(Chl a)存在显著相关性,DOM与氮营养盐迁移转化、藻类活动有关。景观河道DOM中类蛋白类物质含量最多,类蛋白类物质的总荧光强度比例为66.36%～76.84%,类腐殖质荧光强度比例为23.15%～34.74%。在4种污染类型水体中,组分C1和C4含量没有明显差距,组分C2和C3含量差距较大,",False,否
城区绿色空间格局与PM<sub>2.5</sub>浓度相关性研究,裴子懿,"0
source        硕士
source    华中科技大学
Name: 38, dtype: str",,"城市的扩张和人口的增加导致能源消耗、污染物排放等问题。自2013年空气质量监测标准更新以来,空气中的细颗粒物PM<sub>2.5</sub>一直是我国空气污染中的首要污染物。许多研究表明,城市绿地对PM<sub>2.5</sub>具有消减作用。根据空气质量监测点布点情况、城市规模、气候特征及植被类型,筛选苏州、杭州、合肥、芜湖、南昌、九江、武汉、长沙、岳阳九个城市作为研究对象。以长江中下游九个城市为例,创新性使用形态学空间格局分析（Morphological Spatial Pattern Analysis,MSPA）对不同城市绿色空间格局要素进行对比分析。对不同城市绿色空间格局要素与其PM<sub>2.5</sub>浓度的进行量化分析,得出消减PM<sub>2.5</sub>浓度的城市绿色空间格局优化策略。本研究主要成果如下:（1）根据各城市中对照点与城市站点PM<sub>2.5</sub>浓度,得到各城市PM<sub>2.5</sub>分布的时空特征,在时间上,PM<sub>2.5</sub>浓度呈现“U”形模式,1月至6月呈下降趋势,7至8月为最低值,9月至12呈上升趋势。（2）",False,否
大气污染与脑卒中的关联研究,吴梦吟,"0
source      博士
source    浙江大学
Name: 39, dtype: str",,"研究背景及目的大气污染是非传染性疾病的重要危险因素,目前已经成为全球范围内重要的公共卫生问题。大气污染每年会导致全球700万人过早死亡,既往研究也表明,大气污染对人群总死亡率、呼吸系统疾病和心脑血管系统疾病等均有显著的健康危害效应。相较于发达国家和暴露水平更低的地区,大气污染在我国造成了更严重的疾病负担。但我国幅员辽阔,各地区大气污染的特征及暴露水平均有较大差异,大气污染的健康危害效应在我国的证据尚不充分,与不同疾病的关联也亟待更多研究证实。脑卒中是一类由于流向大脑的血液不足或脑组织血液循环出现障碍而引起局部神经功能缺失的疾病。它发病急骤,预后情况通常较差,已经成为我国造成伤残寿命调整年损失最高的疾病。从公共卫生的角度而言,大气污染是脑卒中常见和可改变的危险因素之一。有研究指出,相比高血压,大气污染可能是中低收入国家中与脑卒中风险关联更密切的危险因素。但目前我国大气污染与脑卒中风险的关联研究较少,既往大多数研究仅关注了大气颗粒物（Particulate matter,PM）的健康危害效应;对大气污染暴露水平的估计也局限于人群水平;同时,在研究大气污染与脑卒中风险的关联时,生活方式（肥胖",False,否
城市公共交通新能源化对机动车保有量影响研究,刘政阳,"0
source      博士
source    辽宁大学
Name: 40, dtype: str",,"随着城市经济发展伴随着城市化进程的加快,城市区域范围内的机动车发展规模持续扩大,以北京市为例,机动车保有量从470万辆增长到570万辆只用了六年的时间,同时上海市、南京市、武汉市、深圳市、重庆市等诸多中国大城市的机动车保有量增加的速度非常快。大城市机动车保有量不断增加带来的主要影响是城市空气质量的不断恶化,而且城市大气污染正从煤烟型污染向煤烟—汽车尾气复合型污染转化。机动车尾气复合型污染对城市居民身体健康的威胁比传统煤烟型污染更大,机动车尾气污染物主要包括一氧化碳CO,氮氧化物NOx,非甲烷碳氢化合物THC、其它有害物质(如铅、氟氯化烃排放物的二次衍生物——光化学烟雾等)以及可吸入颗粒污染物等。每辆汽车犹如一个流动的毒气制造厂,极易引发疲乏、窒息并能引起哮喘病、心脏病和呼吸道疾病等,严重影响居民的身体健康。随着我国空气质量标准的出台,城市空气质量二级标准给大气污染控制设定了目标。本研究在空气质量二级标准的限制下计算城市大气环境容量,而大气环境容量是衡量大气环境承载力的重要指标。通过大气环境容量建立起机动车发展规模与大气环境承载之间的联系。本研究在城市大气承载力的限制下测算出了城市机动车",False,否
大气HO<sub>2</sub>自由基探测技术及外场应用研究,王怡慧,"0
source          博士
source    中国科学技术大学
Name: 41, dtype: str",,"随着我国科技的进步、社会发展和城市化进程的加快,农业领域化肥及农药的使用、工业废水废气的排放以及人类生活等众多因素导致NOx和 VOCs等大气污染前体物的浓度升高,其中以PM2.5和O3为特征的大气复合污染日益严重,这其中一个关键的因素就是大气氧化性增强。在整个大气化学反应的过程中,OH自由基是大气中最重要的氧化剂,除了 HONO、O3光解产生的一次来源,HO2自由基是OH关键的二次来源。HO2自由基在对流层的光化学反应中起着催化作用,是一次污染物去除和二次污染物生成的重要媒介,众多二次污染物的形成与其密切相关。HO2自由基的源和汇直接影响大气O3的生成。因此,准确测量大气中HO2自由基对研究二次污染成因有着重要作用。本文主要开展的工作和结论总结如下:1)基于气体扩张激光诱导荧光技术开展HO2自由基的测量研究,设计并搭建了一套HO2自由基的测量系统,对系统的重要组成部分和性能进行探讨。针对激光系统波长发生温度漂移的问题,设计和搭建了利用高温热解水汽产生高浓度OH自由基的小型化参比池,通过反馈将激光波长锁定在OH自由基荧光激发最大值的位置。小型化参比池中荧光信号抖动小于2%,可以准确反映",False,否
无锡地区住院儿童呼吸道感染病原流行特征分析以及与空气污染物的相关性研究,董自娟,"0
source      硕士
source    苏州大学
Name: 42, dtype: str",,"第一部分 无锡地区住院儿童呼吸道感染病原流行特征分析目的:了解无锡地区住院儿童呼吸道感染病原流行特征。方法:收集2013-2017年无锡市儿童医院呼吸科住院的急性呼吸道感染(Acute Respiratory tract Infection,ARI)患儿7954例,收集其临床资料,包括血清病原体抗体检测、痰细菌培养结果,按照年龄、性别、年度、季节及疾病进行分组,采用χ2检验进行比较,分析各病原体的流行病学特征。结果:(1)2013-2017年共收集7954例急性呼吸道感染患儿的血清及痰标本,共检出病原体4437例,总阳性检出率55.78%,其中血清抗体阳性3355例,阳性检出率42.18%,痰培养细菌检出1082例,阳性检出率13.60%。其中混合感染233例,两种病原体混合感染218例。病原体在五年间以2014年检出率最高,为61.23%。5年间无锡地区病原体的平均总检出率前三位依次为:肺炎支原体(Mycoplasma pneumophila,MP)36.37%、肺炎链球菌(streptococcus pneumoniae,SP)4.51%、金黄色葡萄球菌(staphylococcu",False,否
基于响应曲面模型的大气污染控制措施快速评估技术研究,赵秋月,"0
source      博士
source    南京大学
Name: 43, dtype: str",,"当前我国大气污染已经从局地、单一的城市空气污染向区域性、复合型大气污染转变,对城市环境空气质量、大气能见度、公众健康等造成巨大影响,引起媒体及公众的普遍关注。随着“蓝天保卫战”、“十四五大气污染防治规划”、“空气质量达标规划”等一系列综合性大气污染防治政策措施的制定,关注的重点围绕这些政策措施是否能实现空气质量改善的预期而开展,这也主要依赖于空气质量模型在建立合适的源排放-空气质量响应关系的基础上进行研究。但现有模型普遍存在运算周期长、拟合速度慢、排放清单模拟性能不高等问题,难以为管理者提供快速的决策响应支持;另一方面,如何避免“一刀切”,通过模型的改进建立起一套适用于多区域、差异化管控措施快速评估的技术方法,使政策措施的制定能够尽可能体现公平和效率原则,也是本研究要解决的问题。针对大气环境管理决策开发快速响应支持技术具有重要的现实意义。本研究利用统计学方法,开发了基于多项式函数回归方法（pf-ERSM）的响应曲面模型,建立了污染物减排与PM<sub>2.5</sub>浓度的快速响应关系,基于该方法对江苏省不同减排措施下的空气质量改善效果进行了评估应用,探讨了使用响应曲面模型拟合臭氧浓",False,否
Full Model研究苏州市空气污染和儿童肺部感染病原体的关系,张晓燕,"0
source      硕士
source    苏州大学
Name: 44, dtype: str",,"目的:1.分析苏州市空气污染的特点及儿童社区获得性肺炎(community acquired pneumonia,CAP)病原学的流行特点,以及空气污染物与病原体在CAP致病过程中的相关性。2.建立统计模型研究苏州市空气污染物浓度对不同年龄组儿童社区获得性肺炎病原体致病的即时及滞后影响。方法:1.收集2014-2016年在苏州大学附属儿童医院住院的社区获得性肺炎患儿的临床资料,包括患儿住院号、性别、年龄、发病时间、病原学检测结果及其它辅助检查资料。同期记录苏州市空气质量情况,空气质量资料全部由苏州市环保局提供。2.采用病例交叉设计首先对社区获得性肺炎住院患儿临床资料和空气污染物暴露数据进行基本的统计描述,然后对社区获得性肺炎病原学检出率与空气污染物浓度进行关联性分析。3.按年龄分组,通过Full Model模型分析2014-2016年苏州市空气污染物PM2.5,PM10,NO2,SO2,CO,O3浓度与儿童社区获得性肺炎病原体的关系及滞后效应,进一步分析易感年龄段儿童。结果:1.苏州市2014-2016年空气污染物PM2.5、PM10、NO2的平均浓度值均超过标准平均二级浓度限值,20",False,否
苏州地区儿童肺炎支原体感染流行病学特征及与气候因素和环境因素的相关性分析,孙健,"0
source      硕士
source    苏州大学
Name: 45, dtype: str",,"目的:研究2013-2018年苏州地区住院儿童肺炎支原体(Mycoplasma pneumonia,MP)感染的流行特征。探讨气候因素、环境因素与儿童MP感染的相关性,建立预警模型防控MP感染。方法:对2013-2018年苏州因呼吸道感染住院儿童采用聚合酶链反应(Polymerase chain reaction,PCR)方法检测鼻咽抽吸物MP-DNA、人类博卡病毒(Human boca virus,hBoV),定量ELISA检测血清MP-IgG,半定量ELISA检测血清MP-IgM,直接免疫荧光法检测痰液中呼吸道合胞病毒(Respiratory syncytial virus,RSV)、流感病毒A、B型(Infuenza virus type A、B,ⅣA、ⅣB)、副流感病毒Ⅰ、Ⅱ、Ⅲ型(Parainfluenza virus type Ⅰ/Ⅱ/Ⅲ Pinf Ⅰ/Ⅱ/Ⅲ)和腺病毒(Adenovirus,ADV),Real Time-PCR 方法检测人类偏肺病毒(Human meta-pneumoniae virus,hMPV)、鼻病毒(Human rhinovirus,hRV),痰培",False,否
典型旅游城市机动车排放清单研究,江成斌,"0
source        硕士
source    上海交通大学
Name: 46, dtype: str",,"机动车尾气排放污染已逐步成为大气污染的主要来源之一。为了研究典型旅游城市的机动车排放清单,及其与区域空气质量的关系,本文选取桂林、杭州、厦门、绍兴四座典型旅游城市,武汉为对照城市,采用年均行驶里程法并参考《道路机动车大气污染物排放清单编制技术指南》方法,开展典型旅游城市机动车排放清单研究。本文研究并展开机动车排放因子、机动车保有量及年均行驶里程、道路车流量和道路总里程等各类活动水平数据及其获得方法。除此之外,本文重点将桂林市作为研究对象,针对桂林市辖区的机动车排放量,分别采用机动车行驶里程法和源强法研究获得桂林市辖区的机动车排放清单。在桂林市源强法活动水平获取方面,选择了桂林市辖区9条典型城市快速路、74条主干道和74条次干道共计157条道路,按照分时分段的原则,采取人工计数法对行驶各类车型的车流量进行了统计记录;同时还实地从当地车辆管理所、气象局、环境监测站等相关部门,获取到了机动车排放标准组成、气象条件数据等相关数据;在此基础上对市区总计157条道路的污染物排放量进行了核算,得到桂林市辖区机动车年排放量依次为:CO为2586.06吨、VOCs为961.38吨、NO<sub>x</s",False,否
河道水感官品质分析与提升技术研究,昂安坤,"0
source        硕士
source    上海交通大学
Name: 47, dtype: str",,"城镇河道水是城市综合实力的重要体现,与人民生活品质密切相关。但是城市河道水在解决黑臭问题后,水体感官品质依然不高,与人民的期望有较大差距。河道水感官品质的影响因素和如何用低碳理念“又好又省”地提升感官品质成为城市当下所面临的问题。本文以苏州姑苏区的外城河水为例,对外城河主要干支流布设了7个采样点,通过春夏秋冬四个季节12次采样样品进行时空分析,考察了河道水感官品质的主要影响因素。在此基础上,通过模拟实验和现场实验结合的方法,验证纳米四氧化三铁强化混凝-滤布滤池工艺对河道水感官品质的提升效果,并考察组合工艺对影响河水感官品质的物质去除效果,得到的研究结果如下:(1)苏州河道水感官品质整体呈现春冬好,夏秋差的趋势,夏秋水质差的主要原因是夏季和秋季环境因素和氮磷比非常适宜,导致浮游植物种群数量的急剧增加,进而使得河水中叶绿素a的含量明显提升。姑苏区城区的河道水受到上游水源地(太湖、阳澄湖等)的影响较大,因此7个采样点中上游采样点水质较下游更差。除此之外,靠近居民区的采样点水质相对较差,而靠近公园、湿地和景区的采样点水质更好。(2)姑苏区河道水中藻类主要有硅藻、蓝藻、绿藻,在春冬季节以及初夏,",False,否
城市经济活动与PM2.5间的动态关系研究,曹翠红,"0
source        硕士
source    桂林理工大学
Name: 48, dtype: str",,"近些年,PM2.5已成为社会关注的热点。过高的PM2.5浓度不仅影响居民身体健康,还会对未来环境治理等各个方面造成巨大的经济损失和负担。在可持续发展的战略要求下,如何实现环境保护和经济协调发展是目前一个重点和难点工作。因此,利用统计方法深入研究经济活动与PM2.5浓度间的动态关系,对今后降低PM2.5浓度,推动城市可持续发展,具有重要的现实意义。鉴于此,本文从PM2.5高污染地区选取北京、苏州和珠海三个典型样本城市,就2014年1月—2019年10月实时监测月度数据,利用长面板回归和CVAR-SV模型分析城市经济活动与PM2.5间的联动关系:首先,利用长面板方法进行建模,从修正参数估计结果发现,三个典型城市的房屋施工面积对PM2.5浓度的正向影响最大。同时,还发现模型的时间效应不显著,说明城市活动对PM2.5的影响在该阶段并未随时间变化而动态变化。但是具有显著的地区效应,有必要对各城市进行具体分析。然后,根据贝叶斯模型比较准则,从众多形式的VAR模型中,选出CVAR-SV模型进行实证分析。并利用脉冲响应函数分析各城市经济活动与PM2.5浓度的联动关系,结果发现:就北京市来看,PM2.5",False,否
混凝沉淀-超滤工艺改善河道水感官品质及作用机理研究,袁文璟,"0
source        硕士
source    上海交通大学
Name: 49, dtype: str",,"城市河道水是城市的环境载体与重要资源,苏州市从2011年开始通过系列行动使苏州城区河道水质得到有效改善,目前,苏州城区河道水氮磷指标基本可以达到地表水Ⅳ类水标准,但河道水水体感官品质（如浊度、色度）仍与民众的期望有较大差距,有待于进一步提升。超滤膜工艺是一种新型的水处理技术,已被证实能有效去除水中的污染物,但应用超滤膜工艺处理河道水的研究较少。考虑到苏州平江历史片区对高品质景观水的特定需求,本研究采用了混凝沉淀-超滤膜组合工艺对苏州市环城河水进行处理,后补充入平江历史片区河道,在一年多的试验阶段里,考察了工艺对河道水的感官品质提升效果与作用机理,探索了系统的工艺运行参数,研究了膜污染组成成分,确定了最佳化学清洗周期。研究成果可以为后续工程设计和运行提供技术参数,也可以为全国其他类似地区打造高品质河道水提供借鉴和参考。研究表明:（1）苏州河道水经过混凝沉淀-超滤组合工艺处理,其出水浊度、SS、叶绿素a、色度、TP均有明显下降,平均去除率为:浊度为95.37±1.21%;SS基本为100%;叶绿素a为87.62±4.8%;色度为92.44±1.42%;TP为70.27±6.64%,去除效果",True,是
滤筒纯化及消解方式对ICP-MS法测定空气颗粒物中金属元素的影响研究,高晨,"0
source        硕士
source    苏州科技大学
Name: 50, dtype: str",,"近年来,随着我国经济的快速发展,重金属污染事件频发,空气中的重金属污染问题已经成为社会广泛关注的焦点,国家政策“水十条”、“大气十条”陆续出台。因此,加强对空气中重金属污染测定是一个必然的发展趋势,具有十分重要的意义。目前,空气颗粒物中金属元素的测定方法繁多,在检测行业中主要依据国标HJ657-2013,它是选用空白滤筒采集空气颗粒中金属元素,采集回来再经过电热板消解处理后使用电感耦合等离子体质谱仪（ICP-MS）进行测定。本文拟通过从国内外金属元素的前处理方法及分析方法发展情况出发,具体阐述空白滤筒的选择以及纯化方法,并使用纯化后的空白滤筒采集颗粒物样品,探究滤筒不同的纯化及消解方式对ICP-MS法测定空气颗粒物中金属元素的影响研究,主要包括以下几个方面:（1）国标HJ657-2013明确规定采集空气颗粒物中金属元素必须使用滤筒。本文将市面上广泛在用的国产玻璃纤维滤筒,进口玻璃纤维滤筒,进口石英滤筒进行对比,从经济成本、空白滤筒中常见9种金属元素铬（Cr）、锰（Mn）、钴（Co）、铊（Tl）、锡（Sn）、锑（Sb）、铜（Cu）、镍（Ni）、铅（Pb）本底值含量对测定结果影响的角度出发",False,否
常州城郊春季大气PM<sub>2.5</sub>成分分析和来源解析,黄雯倩,"0
source        硕士
source    江苏理工学院
Name: 51, dtype: str",,"为探讨常州春季城郊区大气细颗粒物(PM<sub>2.5</sub>)的化学组成及污染特征,于2017年3月1日～5月30日采集了84个有效样品,对其中的水溶性离子（WSIIs）、碳质组分（OC和EC）、水溶性有机酸、水溶性有机碳（WSOC）、水溶性有机氮（WSON）及正构烷烃（n-alkanes）等组分进行了测定和分析,并采用黑炭-气溶胶质谱仪（SP-AMS）对水溶性有机气溶胶（WSOA）进行分析。利用正定矩阵因子分析法（PMF）针对PM<sub>2.5</sub>进行系统全面的来源解析,为了解常州地区大气污染及制定对策提供详实的数据支撑。主要结论如下:（1）采样期间PM<sub>2.5</sub>的日均质量浓度为（101.97±35.45）μg·m<sup>-3</sup>,未出现空气质量为优的天数,且空气质量为良的天数仅占总天数的26.2%。以轻度、中度和重度污染为主,分别占总天数的39.3%、21.4%和13.1%,超标率达73.8%,可见城郊区的空气污染较重。（2）WSIIs约占PM<sub>2.5</sub>总质量浓度的39.9%,其中二次离子(SO<sub>4</sub><",False,否
城市生物质废物处理系统耦合及技术选择模拟研究,费凡,"0
source      博士
source    清华大学
Name: 52, dtype: str",,"城市生物质废物是我国市政固体废物的主要组成部分,年产生量超过1.2亿吨且持续增长。我国城市生物质废物具有含水率高、易降解有机物含量高的特征,过去长期混入市政固废处理,是产生恶臭、高浓度渗滤液等问题的根本原因。同时,城市生物质废物中蕴含有机组分和营养元素,具有回收利用潜力,使得其处理系统需满足减量化、无害化、能源化和资源化的可持续管理要求。然而,城市生物质废物种类多,并涉及源头分类、收转运、资源化处理和残余物处置等多个环节,不同废物、环节和处理技术之间存在耦合机制,且受城市规模和经济水平等因素影响,迫切需要通过构建系统性解决方案以满足多个管理目标的需求。本文构建了城市生物质废物处理系统耦合机制模拟,实现对系统内部复杂的数值匹配和影响传导的动态定量模拟。基于物质流分析、生命周期评价和项目净现值评价等方法,实现对技术链条及技术系统的多目标评价。在此基础上,本文构建了城市生物质废物处理系统技术选择模型,纳入城市特性对技术选择的影响机制模拟,通过基于NSGA-Ⅲ的高维多目标优化算法实现多个管理目标下的系统技术路径及管理政策优化,并通过基于拉丁超立方采样和区域灵敏度分析的不确定性分析算法,识别系统",False,否
基于神经网络的室内PM2.5预测研究及应用,陈成,"0
source        硕士
source    苏州科技大学
Name: 53, dtype: str",,"近年来,随着我国工业化和城市化进程加快、国家对环境重视程度的逐渐提高和人们对宜居生活环境的美好期待,空气质量越来越成为每一个百姓关注的热点。PM2.5由于粒径小、活性强且附带有害物质,成为我国环境空气的重要污染物之一。现有的空气污染研究主要关注室外空气。但是,人们每天在室内环境中停留时间占一天的80%以上,年老、幼小及患有慢性病的人群在室内停留更久的时间。室内空气污染物不仅受到室外大气污染物的影响,还与室内环境本身相关,室内空气污染往往比室外污染对人体造成更持久的危害,所以某种程度上研究室内空气质量对健康更有意义。但同时,室内环境的特殊性也显著增加了空气质量的预测难度。本文针对室内PM2.5浓度预测准确度不高、对室内PM2.5浓度预测的相关特征研究不足等问题,探索室内PM2.5与其它空气污染物之间隐藏的非线性关系,采用深度神经网络方法,利用多示例技术解决采样间隔与预测时间的平衡问题,构建基于深度神经网络的室内PM2.5浓度预测模型。本文完成的主要工作如下。(1)根据空气污染物采集方法条例在室内外制作了监测传感器,获取室内外PM2.5等空气质量参数数据,接着对采集的数据进行分析与预处理。",False,否
外源输入对湖泊疏浚新生表层磷再生及迁移转化的影响,李鑫,"0
source        硕士
source    苏州科技大学
Name: 54, dtype: str",,"外源输入对底泥疏浚新生表层磷再生及迁移转化的影响尚不清楚,阐明该问题对于底泥疏浚实施后流域尺度上的外源控制及管理具有重要的意义。本研究以太湖梅梁湾沉积物为研究对象,采用野外原位模拟疏浚的方法研究在有无外源颗粒物输入条件下,疏浚前后新生泥水界面磷的迁移转化过程,并探讨疏浚对内源磷释放的控制效果。得出以下结论:（1）颗粒物的持续累积增加了表层沉积物含水率及孔隙度;疏浚降低了表层沉积物LOI、TP及TN含量,但颗粒物的持续累积导致表层沉积物LOI、TP及TN含量存在较大程度的升高,有外源组未疏浚与疏浚柱样TP含量是无外源组的1.5和1.6倍,TN含量则达到1.8和1.6倍,外源输入加重了沉积物污染状况,减弱了疏浚措施所带来的效果。（2）无外源疏浚组与未疏浚组沉积物-水界面氧含量达到了9.0mg·L<sup>-1</sup>和8.3mg·L<sup>-1</sup>,氧气渗透深度也高达8.8mm和6.8mm,显著高于有外源各组。疏浚与阻绝外源颗粒物输入均可在一定程度上改善沉积物的氧化还原状况。（3）疏浚与阻绝外源颗粒物输入对表层沉积物Mobile-P含量的控制均产生着积极的影响,减弱了其与间隙",False,否
基于系统动力学的森林生态系统服务价值影响机制与优化策略研究,王之峥,"0
source        硕士
source    苏州科技大学
Name: 55, dtype: str",,"森林生态系统所发挥的生态服务价值,是实现环境与发展相统一的关键,对改善和维护生态环境健康起着重要作用。为提高全民生态保护意识,明确森林系统的生态主体地位和森林经营管理方向,本研究对溧阳市森林生态系统服务价值进行评价与预测,以实现溧阳市森林生态系统的可持续发展。溧阳市是江苏省重要的森林资源宝库,市域内森林类型多样,但是随着生态城市的建设,对森林发展的森林生态系统服务价值的发挥造成了影响。因此,本研究以溧阳市森林为研究对象,针对阔叶林、针叶林、针阔混交林和竹林四种代表性森林类型,选取其1987年、1997年、2007年和2017年四期遥感影像并处理分析,分析其30年的森林生态系统服务价值动态变化,并从系统动力学角度对其变化的影响机制进行定性与定量分析,同时构建仿真模型,在此基础上,提出自然发展、森林保护和森林开发三种情景,利用系统动力学仿真法对各情景下森林生态系统服务价值发展趋势进行模拟预测,并结合森林发展优化目标及原则,提出优化策略。本研究主要结论如下:(1)在研究时段内,溧阳市森林生态系统服务价值呈现逐年递增的趋势,2017年较1987年增加53.28%;竹林在森林类型中面积最大,所产",False,否
城市空气污染物的时空相关性研究,葛难难,"0
source        硕士
source    广西师范大学
Name: 56, dtype: str",,"随着我国经济发展和城市化进程的快速推进,工业排放、生活废气、娱乐消费、城市人口、交通运输、能源消耗等产生的空气污染物不断增加,造成严重的空气污染问题。空气污染不仅破坏生态环境、损害人民群众的身心健康,而且对城市的投资环境、经济发展等许多方面带来负面影响。治理空气污染对于城市的可持续发展有着重大的意义,已成为被各国政府提到的国家战略发展的高度来对待,因而也成为相关企业、科研机构和学者们研究的热点。治理空气污染需要重点解决两方面的问题:一方面是确定污染物的来源,另一方面是制定消除或减少污染物的方案。因此,探索空气污染物的传播过程,研究污染物的成因和它们之间的关联性是空气污染物研究问题的关键。然而,城市空气污染物的传播是一个复杂的问题,受到天气条件、地理条件等因素的影响,导致研究城市空气污染源的问题难度加大。本文对空气污染物在城市之间的传播及其时空相关性展开研究。主要研究内容包括:(1)挖掘城市空气污染物数据之间的关联性,提出周边城市空气污染物与目标城市空气污染物有效关联的判别方法。具体地说,周边城市空气污染物与目标城市空气污染物是有效关联的,即相关的地理数据、气象数据和空气质量监测数据满足",False,否
