title,author,source,year,abstract,has_data,raw_answer
岳阳市生态市建设的理论与方法,刘加利,"0
source      硕士
source    湖南大学
Name: 40, dtype: str",,"随着生态市概念的提出、生态城市理论的发展和人们对可持续发展认识的深入,以追求人与自然和谐共存,社会、经济、生态同步发展为目标的生态化运动正在世界范围内蓬勃开展,生态城市的建设越来越受到人们的重视。本文在研究国内外生态城市理论、实践及研究动态的基础上,结合岳阳市现场调查和资料收集,分析了岳阳市环境质量现状,并运用生态、美学、园林、环境等多学科的理论和方法,对岳阳市生态城市的建设进行了科学研究。 	本文的研究内容和主要结论有(1)生态园林城市建设。以生态学理论为基本原则,根据国家园林城市建设标准,结合岳阳市现状,对岳阳市生态园林城市建设进行规划。规划中注重城市生态体系的建立,注重保持生态平衡、保护生物多样性,通过建设城市绿化大环境,达到人与社会、环境的和谐;(2)城市绿地规划指标体系研究。城市绿地规划是城市总体规划重要组成部分,城市绿地指标体系是进行城市绿地规划的重要依据。本文根据国内外绿地规划指标,结合岳阳市的实际,对岳阳市城市绿地规划指标体系进行了较详尽的研究,最后提出岳阳市城市绿地规划指标体系;(3)生态市建设指标体系研究。生态市建设指标体系是生态市建设的一个关键问题,本文对生态市建",False,否
铜陵市大气降尘源解析及其对土壤重金属累积的影响,殷汉琴,"0
source        硕士
source    合肥工业大学
Name: 41, dtype: str",,"大气降尘是粒径大于10μm的颗粒状污染物,其携带的一些重金属污染元素如Hg、Cd、Cu、As、S、Sr、Pb、Zn、Ni等,因其在受体中难降解、毒性强、具有积累效应等特征而给城区或周围生物界造成严重的二次污染。  本论文以安徽省重工业城市铜陵市为研究区,采集了铜陵市大气降尘和配套土壤样各18个,同时采集了土壤尘、煤烟尘、钢铁尘、交通尘和采矿尘等5种源样品。用ICP-AES法和分光光度法测定样品中As、Hg、Cr、Cu、Pb、Zn、S、Cd、Co、Mn、Ni、Sr、Al等13种元素的含量;运用富集因子法(EF)和化学质量平衡法(CMB)对大气降尘进行源解析,结果表明采矿、冶金和燃煤是铜陵大气降尘中污染元素的主要来源;采用Hakanson潜在生态危害指数法和富集因子法对土壤重金属污染进行了污染评价,认为Cd元素污染最严重。分析了As、Hg、Cr、Cu、Pb、Zn、Cd、Co、Mn、Ni、S等十种元素在大气降尘中的富集因子和土壤中富集因子的相关性,认为As、Cd、Cu、Zn四元素在大气降尘中和土壤中富集因子达到显著相关,即大气降尘中这4元素对土壤有极大的贡献。",False,否
苏州高速公路绿化减噪吸硫滞尘效果初探,姜红卫,"0
source        硕士
source    南京农业大学
Name: 42, dtype: str",,本文以苏州高速公路为研究对象，探索高速公路噪声、二氧化硫、粉尘污染变化的时空规律，应用生态学原理，研究不同的植物、配置、种植方式来提高高速公路绿化减噪吸硫滞尘效果。  1 以苏嘉杭高速公路苏州段为研究对象，检测了绿化的实际减噪效果，同时研究了高速公路噪声的时空变化规律，进行了不同树种、种植宽度、种植形式林带的对比试验，分析林带形式与减噪效果关系。研究结果表明：乔木中香樟、毛白杨、女贞、广玉兰减噪能力突出，20m林减噪可达3.3～4.4dB，灌木中珊瑚树减噪效果突出，20m灌木林减噪可达4.8dB。乔灌木结合的20m绿化防护带种植在高速公路内低外高的弧形曲面上减噪效果最高可达5.4dB，绿化防护林带宽度与减噪效果呈显著正相关。根据苏州高速公路绿化减噪检测结果与噪声变化规律，提出可以显著提高苏州高速公路减噪效果的绿化设计建议。  2 以沿江高速苏州段为研究对象，检测了高速公路绿化的实际吸收SO<sub>2</sub>污染效果，同时研究了苏州高速公路空气SO<sub>2</sub>污染变化规律，分析不同树种、绿化设计对SO<sub>2</sub>污染的净化吸收效果，结合植物的绿量进行分析计算,True,是
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 43, dtype: str",,Summary-摘要,False,否
城市森林建设植物生态效益研究,程政红; 吴际友; 刘云国; 程勇; 候伯鑫; 李昌珠; 宋庆安; 熊义思; 李红甫; 易星星; 李利; 徐远科; 张大志,"0
source             中国会议
source    首届中国林业学术大会论文集
Name: 44, dtype: str",,"以城市森林生态网络体系建设理论为指导,针对适应于岳阳市城市森林建设植物开展了系列研究,包括:植物滞尘效应、植物挥发性物质抑菌能力、植物释放低分子化合物成分分析、植物负离子效应、植物吸收有害气体能力及降温效应等,同时按植物的观赏性、抗逆性、生态保健功能、经济效益及文化功能等五大功能性,提出了适于岳阳城市森林建设的植物名录。",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 45, dtype: str",,Summary-摘要,False,否
宜昌市城区不同绿地类型环境效应,"刘学全,唐万鹏,周志翔,胡兴宜,邵天一,杨庭明","0
source          期刊
source    东北林业大学学报
Name: 46, dtype: str",,"选取宜昌市 5个具典型代表性的绿地类型 ,以水泥垫面作为对照 ,同步监测了包括地表温度、最高最低气温、辐射热、噪音、大气粉尘含量等环境指标。研究结果表明 :城市绿地类型环境效应与其空间结构、绿量大小有密切关系 ,具乔、灌、草垂直结构的绿地类型环境效应最佳 ,而结构单一、绿量含量小的草坪类型对环境质量改善程度有限 ,环境效应相对较差。",False,否
岳阳市主要绿化树种滞尘效应研究,"程政红,吴际友,刘云国,李洪泽,熊义思,李红甫,李力","0
source        期刊
source    中国城市林业
Name: 47, dtype: str",,"<正>对岳阳市25个常用绿化树种滞尘能力进行测定,总结出其叶滞尘量与叶片大小、树种种类、测试地点环境等关系密切。 目前,岳阳空气总悬浮颗粒物年均为0.225mg/m3,日均超标率达16.3％;降尘年均值8.74T/D·KM2,全市日平均超标率为22.9％。扬尘污染已成为影响岳阳空气质量的主因。 由于各类树种树冠结构、枝叶特性等不同,导致它们滞尘能力有显著差异。本研究通过对岳阳市主要绿化树种滞尘能力测定与分析,探讨城市园林绿化树种选择的科学依据。",False,否
城市绿地空间格局及其环境效应——以宜昌市中心城区为例,"周志翔,邵天一,唐万鹏,王鹏程,刘学全,徐永荣","0
source      期刊
source    生态学报
Name: 48, dtype: str",,"城市绿地在改善城市环境及维护城市生态系统平衡中起着极为重要的作用 ,而当绿地覆盖率小于 4 0 %时 ,绿地整体生态效益的发挥主要取决于绿地的内部结构和空间布局 ,但迄今为止缺乏绿地景观分布格局与环境效应关系的研究报道。本研究应用景观生态学原理 ,分析了湖北省宜昌市中心城区斑优格局、斑匀格局、廊道格局和对照格局等四种景观结构及其绿地分布格局 ,选取了气温、相对湿度、环境噪声和大气 SO2 、NOx、TSP含量等环境监测指标 ,观测了不同绿地景观格局下的环境效应 ,并对比分析了绿地分布格局指标与综合环境效应间的关系 ,以便提出城市绿地系统布局合理性指标 ,为城市绿地系统的景观结构优化提供依据。研究结果表明 ,斑优格局、斑匀格局、廊道格局和对照格局等四种不同景观在斑块总面积、建筑斑块面积和无绿化道路面积等景观总体格局上较均衡 ,但由于其绿化覆盖率及绿地景观分布格局差异较大 ,致使其环境效益也表现出明显的差异。其中 ,对照格局景观的绿地斑块总面积最小 ,绿地破碎化指数最高 ,绿化覆盖率仅为 1.0 0 % ,以建筑铺装斑块和无绿化道路廊道为主要景观构成。因此 ,对照格局景观的环境气温较高、空",False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 49, dtype: str",,Summary-摘要,False,否
成都市居住区绿化效益研究,范丕湘,"0
source        硕士
source    四川农业大学
Name: 50, dtype: str",,居住区绿地是人们使用频率最高，由私人出资兴建的绿地类型。居住区面积在城市面积中所占比例最大，可供发展绿地面积潜力大。合理改进居住区绿化可以有效改善人们的生活环境，也有助于进一步改善城市环境。  本研究通过实地调查和查阅资料相结合的方法，分析了成都市居住区绿化的现状，结果表明：（1）成都市居住区绿地面积小，仅为191.5376 hm<sup>2</sup>，占全市绿地总面积的3.97％，是各类绿地中面积最小的一类。（2）各行政区域中居住区绿化面积存在很大差异。居住区绿地面积在该区总绿地面积中所占比例最小的是锦江区，其次是成华区。城西和城南各区居住区绿地面积比例大于全市平均水平。（3）居住区绿化将成为成都市绿地面积增长的重点之一。居住区绿地面积逐年增加，其增长率大于建成区面积增长率；居住区绿地面积占建成区面积比例逐年增长。（4）居住区绿化水平参差不齐。旧居住区绿化形式单一。新居住区的绿化水平较高。  本研究采用典型抽样方法选择置信丽都花园、万科城市花园和肖家河居住区作为研究对象，测定居住区绿地的生态效益，主要结论如下：（1）绿化可以有效降低居住区环境中总悬浮颗粒物浓度。（2）良好的居住区绿,False,否
Title-题名,Author-作者,"0
source    SrcDatabase-来源库
source        Source-文献来源
Name: 51, dtype: str",,Summary-摘要,False,否
宜昌市城市森林生态系统建设技术,"唐万鹏,刘学全,张新叶,周志翔,胡兴宜,杨庭明,刘立德","0
source          期刊
source    东北林业大学学报
Name: 52, dtype: str",,"从宜昌市自然、社会和经济等信息源入手,按照系统的物质流、能量流、信息流和人口流相互联系的规律,运用城市复合生态观、城市景观生态学等方法,开展城市园林绿地景观类型及空间布局、城市森林水文效益、城市不同绿地类型环境效应等的定性与定量的研究,并通过对宜昌市城市森林生态系统的辩识、诊断、调整与重构等过程,建立一个以成片森林为主,乔、灌、草相结合的复合森林生态系统,达到改善城市生态环境,提高城市生活质量,支持城市持续发展的目的。",False,否
